Index.1,province,year,overall overall,overall man,overall woman,0-4 overall,0-4 man,0-4 woman,5-9 overall,5-9 man,5-9 woman,10-14 overall,10-14 man,10-14 woman,15-19 overall,15-19 man,15-19 woman,20-24 overall,20-24 man,20-24 woman,25-29 overall,25-29 man,25-29 woman,30-34 overall,30-34 man,30-34 woman,35-39 overall,35-39 man,35-39 woman,40-44 overall,40-44 man,40-44 woman,45-49 overall,45-49 man,45-49 woman,50-54 overall,50-54 man,50-54 woman,55-59 overall,55-59 man,55-59 woman,60-64 overall,60-64 man,60-64 woman,65-69 overall,65-69 man,65-69 woman,70 and older overall,70 and older man,70 and older woman,70-74 overall,70-74 man,70-74 woman,75-79 overall,75-79 man,75-79 woman,80-84 overall,80-84 man,80-84 woman,85 and older overall,85 and older man,85 and older woman,pre-working age,working age,post-working age
249,POMORSKIE,2017,2324251,1131951,1192300,127402,65313,62089,136319,70179,66140,121417,62359,59058,117138,59797,57341,133458,68206,65252,165878,83812,82066,195026,97811,97215,190770,96056,94714,177080,89065,88015,144587,73042,71545,134956,67017,67939,150284,73334,76950,161724,75859,85865,139950,63645,76305,228262,86456,141806,79676,34475,45201,60192,23500,36692,47723,16875,30848,40671,11606,29065,502276,1367898,454077
250,WARMIŃSKO-MAZURSKIE,2017,1433945,701585,732360,68248,35027,33221,78418,40436,37982,72866,37326,35540,74806,38408,36398,89722,45679,44043,104399,53991,50408,116668,60480,56188,115889,59350,56539,105879,54369,51510,89433,45114,44319,90029,44968,45061,103880,50940,52940,104449,49458,54991,84597,38363,46234,134662,47676,86986,45216,19160,26056,35520,13019,22501,28683,9064,19619,25243,6433,18810,294338,865357,274250
251,ŁÓDZKIE,2017,2476315,1179869,1296446,112886,58033,54853,125453,64470,60983,113195,58154,55041,113131,57979,55152,137992,70473,67519,163540,83722,79818,188858,96551,92307,196346,99992,96354,186197,93761,92436,158524,78881,79643,147639,71799,75840,172722,81740,90982,191860,87773,104087,166732,71848,94884,301240,104693,196547,109693,44235,65458,74365,26845,47520,61250,19434,41816,55932,14179,41753,464665,1439591,572059
252,ŚWIĘTOKRZYSKIE,2017,1247732,608515,639217,53148,27129,26019,61226,31597,29629,57194,29184,28010,61307,31674,29633,74867,38040,36827,88243,45557,42686,95902,49919,45983,97662,50510,47152,91066,47085,43981,78334,39634,38700,75595,37925,37670,88966,43715,45251,94588,45541,49047,80383,36493,43890,149251,54512,94739,50809,21649,29160,37477,14137,23340,31904,10713,21191,29061,8013,21048,232875,736176,278681
253,LUBELSKIE,2017,2126317,1030453,1095864,98292,50155,48137,109969,56001,53968,104192,53402,50790,109474,56212,53262,131538,67006,64532,155459,80444,75015,168144,87299,80845,165736,85519,80217,153606,78616,74990,134372,67878,66494,130483,64875,65608,143003,69569,73434,151402,71009,80393,126693,55790,70903,243954,86678,157276,82847,33741,49106,63307,23586,39721,50384,16707,33677,47416,12644,34772,421927,1253350,451040
254,PODKARPACKIE,2017,2129138,1042812,1086326,102302,52400,49902,112635,57805,54830,106944,54874,52070,115449,59157,56292,136200,69626,66574,164837,84565,80272,173723,89344,84379,169651,86646,83005,157525,79811,77714,137056,69255,67801,133073,66873,66200,142493,70522,71971,138988,66383,72605,116115,52956,63159,222147,82595,139552,73586,31243,42343,58381,22529,35852,48744,16883,31861,41436,11940,29496,437330,1280941,410867
255,PODLASKIE,2017,1184548,577406,607142,55538,28591,26947,59576,30749,28827,56093,28681,27412,59559,30437,29122,74074,37910,36164,88768,45839,42929,96075,50172,45903,90763,46571,44192,84144,42757,41387,76994,38736,38258,77473,38753,38720,84848,41698,43150,80662,38807,41855,64146,28514,35632,135835,49191,86644,41481,17066,24415,36165,13730,22435,29399,10084,19315,28790,8311,20479,230766,711946,241836
256,MAZOWIECKIE,2017,5384617,2576174,2808443,292299,150262,142037,306854,157595,149259,268492,137537,130955,251555,128961,122594,286271,146115,140156,356744,178885,177859,444869,220489,224380,462955,229425,233530,428805,212941,215864,337317,168051,169266,302665,149113,153552,338985,161937,177048,381520,175360,206160,317967,139627,178340,607319,219876,387443,204033,83599,120434,151328,56284,95044,128486,43716,84770,123472,36277,87195,1119200,3133971,1131446
257,MAŁOPOLSKIE,2018,3400577,1650630,1749947,183155,94630,88525,185612,95502,90110,176142,90153,85989,171991,87854,84137,195362,99567,95795,241858,122304,119554,278642,139954,138688,284031,142520,141511,260028,130478,129550,222070,110877,111193,204365,102130,102235,212492,103892,108600,220314,104651,115663,189296,85389,103907,375219,140729,234490,133974,56786,77188,92344,36047,56297,79257,27718,51539,69644,20178,49466,716900,2003499,680178
258,ŚLĄSKIE,2018,4533565,2185485,2348080,214014,109893,104121,227785,116744,111041,214168,109475,104693,197883,101121,96762,230466,117639,112827,289417,147678,141739,350067,177501,172566,376560,190282,186278,348313,175477,172836,297951,148623,149328,284744,140395,144349,315644,152309,163335,344495,160140,184355,299069,132762,166307,542989,205446,337543,194209,81757,112452,151231,58651,92580,109730,38943,70787,87819,26095,61724,853850,2653302,1026413
259,LUBUSKIE,2018,1014548,493848,520700,48622,25059,23563,53485,27344,26141,53175,27227,25948,47890,24523,23367,56434,28814,27620,67838,34632,33206,79767,40717,39050,87080,44419,42661,80185,40934,39251,65041,32881,32160,58343,29172,29171,67188,32615,34573,78012,36871,41141,67681,30599,37082,103807,38041,65766,41482,17970,23512,24081,8949,15132,20171,6420,13751,18073,4702,13371,203172,598747,212629
260,WIELKOPOLSKIE,2018,3493969,1699923,1794046,190714,98055,92659,196423,101128,95295,187457,96764,90693,171939,88224,83715,194856,99991,94865,242015,123003,119012,282626,143104,139522,297698,150701,146997,273013,137783,135230,228969,115207,113762,200889,99357,101532,218079,105481,112598,240771,112864,127907,211442,94639,116803,357078,133622,223456,146378,62151,84227,82846,31788,51058,68189,23120,45069,59665,16563,43102,746533,2051009,696427
261,ZACHODNIOPOMORSKIE,2018,1701030,826996,874034,77847,39802,38045,83916,43137,40779,85361,43610,41751,79356,40801,38555,94467,48053,46414,111235,56889,54346,130430,66861,63569,144028,73379,70649,134108,68060,66048,109968,55526,54442,98537,49265,49272,114943,55974,58969,135714,63998,71716,119024,54081,64943,182096,67560,114536,71624,31324,40300,42211,16250,25961,36020,11570,24450,32241,8416,23825,326480,1001714,372836
262,DOLNOŚLĄSKIE,2018,2901225,1394978,1506247,137789,70701,67088,143833,73851,69982,138610,70937,67673,125225,64243,60982,149168,75977,73191,185988,93866,92122,235454,118203,117251,255859,129594,126265,231467,117227,114240,185155,93419,91736,162095,80509,81586,190333,91324,99009,227154,105854,121300,204895,91214,113681,328200,118059,210141,124246,52868,71378,75464,27821,47643,66316,21222,45094,62174,16148,46026,545457,1701373,654395
263,OPOLSKIE,2018,986506,477119,509387,43112,22191,20921,44739,22976,21763,44000,22633,21367,43881,22532,21349,52911,26783,26128,66646,33986,32660,77687,38978,38709,79971,39993,39978,74630,37565,37065,67517,33600,33917,66783,33635,33148,72374,35895,36479,72504,34744,37760,62788,28264,34524,116963,43344,73619,39233,16727,22506,30834,11821,19013,26232,8879,17353,20664,5917,14747,175732,593263,217511
264,KUJAWSKO-POMORSKIE,2018,2077775,1006955,1070820,99228,51165,48063,107791,55393,52398,107554,54997,52557,103055,52895,50160,120260,61317,58943,143096,72855,70241,160892,82006,78886,169800,86303,83497,158312,79993,78319,137050,68401,68649,124344,61331,63013,137669,66624,71045,153060,72184,80876,131678,58936,72742,223986,82555,141431,86160,36229,49931,54754,20859,33895,43838,14709,29129,39234,10758,28476,417628,1223607,436540
265,POMORSKIE,2018,2333523,1136296,1197227,130235,66824,63411,132131,67986,64145,127693,65718,61975,115485,59032,56453,128901,65704,63197,160780,81314,79466,189838,95121,94717,195746,98360,97386,180937,91124,89813,150174,75450,74724,133457,66626,66831,144454,70671,73783,161657,76055,85602,142953,64917,78036,239082,91394,147688,89736,38871,50865,59212,23397,35815,48164,16919,31245,41970,12207,29763,505544,1360342,467637
266,WARMIŃSKO-MAZURSKIE,2018,1428983,698982,730001,68302,35023,33279,75323,38807,36516,75580,38811,36769,72671,37332,35339,85192,43412,41780,101398,52496,48902,111852,57867,53985,118342,60711,57631,107813,55402,52411,91772,46356,45416,87572,43664,43908,99802,48796,51006,105907,50453,55454,87299,39528,47771,140158,50324,89834,51511,21992,29519,34068,12553,21515,28821,9258,19563,25758,6521,19237,291876,854196,282911
267,ŁÓDZKIE,2018,2466322,1175159,1291163,113497,58439,55058,121760,62498,59262,117814,60485,57329,110675,56912,53763,131405,66998,64407,159712,81706,78006,180156,92158,87998,198191,100873,97318,189636,95615,94021,162640,80901,81739,146364,71369,74995,163201,77412,85789,189999,87067,102932,169477,73260,96217,311795,109466,202329,120913,49027,71886,73639,26810,46829,60491,19252,41239,56752,14377,42375,463746,1418372,584204
268,ŚWIĘTOKRZYSKIE,2018,1241546,605341,636205,53210,27118,26092,58754,30412,28342,58926,30134,28792,59239,30427,28812,71503,36422,35081,86178,44483,41695,92124,47940,44184,98566,50872,47694,92681,47934,44747,80348,40771,39577,74397,37273,37124,84727,41659,43068,94444,45468,48976,82531,37609,44922,153918,56819,97099,56310,24197,32113,36269,13818,22451,31869,10676,21193,29470,8128,21342,230129,725992,285425
269,LUBELSKIE,2018,2117619,1026225,1091394,98723,50517,48206,106126,54166,51960,106776,54496,52280,106384,54625,51759,125778,64065,61713,151077,78289,72788,162204,84195,78009,168435,87112,81323,155693,79769,75924,137614,69282,68332,128624,64071,64553,137678,67018,70660,151166,71154,80012,130504,57821,72683,250837,89645,161192,90370,36975,53395,61825,22989,38836,50676,16854,33822,47966,12827,35139,418009,1238257,461353
270,PODKARPACKIE,2018,2129015,1042643,1086372,103618,52984,50634,109384,56091,53293,109756,56273,53483,111944,57429,54515,131016,66913,64103,160148,82100,78048,169440,87349,82091,172590,88152,84438,160446,81436,79010,140236,70955,69281,131398,65752,65646,139623,69327,70296,140274,67155,73119,119724,54844,64880,229418,85883,143535,81242,34533,46709,56196,21838,34358,48937,16980,31957,43043,12532,30511,434702,1272052,422261
271,PODLASKIE,2018,1181533,575870,605663,56935,29270,27665,57535,29638,27897,57683,29576,28107,57727,29469,28258,70132,35846,34286,86333,44607,41726,93572,48848,44724,92896,47908,44988,85046,43240,41806,77955,39234,38721,76123,38072,38051,82513,40466,42047,82753,39870,42883,65670,29425,36245,138660,50401,88259,44764,18608,26156,35237,13377,21860,29504,10126,19378,29155,8290,20865,229880,704440,247213
272,MAZOWIECKIE,2018,5403412,2585436,2817976,297733,153076,144657,301093,154472,146621,282123,144808,137315,249648,127849,121799,276026,141155,134871,345099,173177,171922,429310,212865,216445,470948,233056,237892,441249,218915,222334,353577,176139,177438,301378,148488,152890,323296,154963,168333,377809,173965,203844,328905,144688,184217,625218,227820,397398,223815,92108,131707,147501,55356,92145,128254,43345,84909,125648,37011,88637,1130597,3114848,1157967
273,MAŁOPOLSKIE,2019,3410901,1655472,1755429,185734,95693,90041,181358,93476,87882,183113,93569,89544,169284,86658,82626,188924,96286,92638,234818,118827,115991,271815,136400,135415,288510,144487,144023,265025,133191,131834,229268,114406,114862,204168,101870,102298,207622,101562,106060,220893,105173,115720,193939,88052,105887,386430,145822,240608,142633,60640,81993,91766,36135,55631,80251,28069,52182,71780,20978,50802,719489,1995323,696089
274,ŚLĄSKIE,2019,4517635,2177295,2340340,211926,108939,102987,222063,113767,108296,223105,113937,109168,195962,100168,95794,220238,112451,107787,276449,140940,135509,336401,170604,165797,376655,190583,186072,355265,178816,176449,306598,153326,153272,280083,137987,142096,302450,146594,155856,342729,159635,183094,305283,135449,169834,562428,214099,348329,209615,88660,120955,148414,57485,90929,112927,40375,72552,91472,27579,63893,853056,2613774,1050805
275,LUBUSKIE,2019,1011592,492166,519426,47949,24607,23342,51456,26348,25108,55349,28294,27055,47480,24325,23155,54071,27630,26441,65822,33670,32152,75794,38603,37191,87155,44397,42758,82089,41933,40156,68118,34521,33597,57639,28815,28824,63526,30954,32572,77171,36526,40645,68554,30976,37578,109419,40567,68852,47465,20567,26898,23480,8794,14686,20073,6409,13664,18401,4797,13604,202234,590740,218618
276,WIELKOPOLSKIE,2019,3498733,1702134,1796599,191414,98373,93041,191539,98511,93028,195765,101138,94627,169950,87387,82563,188095,96471,91624,233466,118612,114854,272534,138052,134482,299841,151455,148386,279896,141618,138278,237762,119682,118080,201178,99667,101511,209567,101523,108044,239629,112581,127048,213581,95776,117805,374516,141288,233228,164627,69957,94670,79760,30815,48945,68797,23390,45407,61332,17126,44206,748668,2034920,715145
277,ZACHODNIOPOMORSKIE,2019,1696193,824522,871671,76964,39461,37503,81034,41576,39458,88100,44963,43137,78363,40442,37921,89961,45718,44243,108597,55548,53049,124081,63531,60550,144018,73392,70626,136733,69387,67346,115044,58118,56926,97707,48930,48777,108171,52993,55178,134399,63282,71117,120637,54688,65949,192384,72493,119891,81917,35718,46199,41617,16298,25319,35533,11633,23900,33317,8844,24473,324461,987594,384138
278,DOLNOŚLĄSKIE,2019,2900163,1394635,1505528,137786,70898,66888,140203,72130,68073,145228,74159,71069,124085,63638,60447,141819,72422,69397,179655,90542,89113,225124,112852,112272,258845,130917,127928,237339,120205,117134,194509,98218,96291,161086,80170,80916,179370,86232,93138,223066,104203,118863,207828,92453,115375,344220,125596,218624,141030,60039,80991,73700,27766,45934,65754,21125,44629,63736,16666,47070,547302,1681950,670911
279,OPOLSKIE,2019,982626,475166,507460,43052,22083,20969,43595,22389,21206,45540,23388,22152,42575,21923,20652,50567,25697,24870,63417,32331,31086,75223,37935,37288,80196,40013,40183,75820,38083,37737,68405,34022,34383,65974,33107,32867,70206,35008,35198,72866,34969,37897,64012,29006,35006,121178,45212,75966,43371,18470,24901,29171,11309,17862,26744,9062,17682,21892,6371,15521,174762,584777,223087
280,KUJAWSKO-POMORSKIE,2019,2072373,1004306,1068067,98577,50849,47728,103600,53403,50197,111814,57125,54689,101290,51945,49345,115076,58703,56373,139011,70779,68232,154464,78725,75739,171219,86956,84263,160781,81312,79469,141236,70758,70478,123878,60966,62912,131757,63865,67892,152151,71906,80245,133198,59778,73420,234321,87236,147085,96808,40907,55901,53471,20592,32879,43748,14656,29092,40294,11081,29213,415281,1209328,447764
281,POMORSKIE,2019,2343928,1141225,1202703,131800,67753,64047,128831,66290,62541,133574,68587,64987,114839,58825,56014,125635,64051,61584,155673,78575,77098,184174,92444,91730,198859,99752,99107,184828,92903,91925,156926,78838,78088,133127,66615,66512,139400,68281,71119,159786,75457,84329,145566,65974,79592,250910,96880,154030,101376,44069,57307,57473,22875,34598,48343,17092,31251,43718,12844,30874,509044,1354079,480805
282,WARMIŃSKO-MAZURSKIE,2019,1422737,695909,726828,67228,34410,32818,72435,37335,35100,78252,40257,37995,71101,36564,34537,81572,41641,39931,97888,50620,47268,107384,55615,51769,118481,60789,57692,109620,56182,53438,94896,48258,46638,85917,42732,43185,95445,46813,48632,106485,50718,55767,89359,40470,48889,146674,53505,93169,58592,25178,33414,32792,12337,20455,28828,9289,19539,26462,6701,19761,289016,841921,291800
283,ŁÓDZKIE,2019,2454779,1169635,1285144,112332,57653,54679,117987,60586,57401,122170,62804,59366,109435,56176,53259,125382,64169,61213,155116,79367,75749,172601,88188,84413,197647,100779,96868,192155,96875,95280,167214,83290,83924,146459,71483,74976,154868,73628,81240,187395,85977,101418,172202,74769,97433,321816,113891,207925,131382,53307,78075,72679,26653,46026,59835,19087,40748,57920,14844,43076,461924,1397419,595436
284,ŚWIĘTOKRZYSKIE,2019,1233961,601664,632297,52622,26848,25774,56454,29134,27320,60751,31125,29626,57660,29531,28129,67973,34713,33260,83404,43031,40373,88233,46096,42137,98607,51017,47590,94061,48506,45555,82680,42074,40606,73729,36937,36792,80657,39650,41007,93911,45205,48706,84582,38698,45884,158637,59099,99538,60771,26192,34579,35690,13816,21874,31920,10703,21217,30256,8388,21868,227487,714549,291925
285,LUBELSKIE,2019,2108270,1021848,1086422,98256,50344,47912,102346,52279,50067,109677,55926,53751,103857,53475,50382,120417,61400,59017,146214,75633,70581,156669,81397,75272,168883,87328,81555,157551,80917,76634,141244,71283,69961,127894,63624,64270,132944,64770,68174,150479,71133,79346,133686,59556,74130,258153,92783,165370,96913,39738,57175,61717,23081,38636,50493,16856,33637,49030,13108,35922,414136,1222949,471185
286,PODKARPACKIE,2019,2127164,1041834,1085330,104335,53522,50813,105827,54227,51600,112526,57748,54778,109155,55902,53253,126281,64759,61522,154310,78872,75438,165548,85449,80099,174192,88968,85224,162974,82964,80010,144201,72951,71250,130169,64938,65231,136056,67595,68461,141422,67907,73515,122991,56589,66402,237177,89443,147734,87993,37624,50369,55666,21753,33913,49009,17133,31876,44509,12933,31576,431843,1261638,433683
287,PODLASKIE,2019,1178353,574218,604135,57351,29324,28027,55829,28960,26869,59572,30508,29064,56385,28789,27596,66553,34066,32487,83429,43108,40321,90766,47260,43506,94078,48682,45396,86410,43992,42418,79059,39811,39248,74892,37392,37500,80209,39328,40881,84201,40413,43788,67632,30829,36803,141987,51756,90231,48387,20120,28267,34415,13083,21332,29549,10111,19438,29636,8442,21194,229137,695809,253407
288,MAZOWIECKIE,2019,5423168,2595023,2828145,301138,154792,146346,295589,152066,143523,294941,151225,143716,250499,128135,122364,266905,136588,130317,335003,168040,166963,413842,205341,208501,473247,234161,239086,452582,224081,228501,372049,185017,187032,303302,149766,153536,310209,149183,161026,370143,170717,199426,339387,149559,189828,644332,236352,407980,241782,100108,141674,146373,55274,91099,127811,43096,84715,128366,37874,90492,1142167,3097856,1183145
289,MAŁOPOLSKIE,2020,3432692,1665500,1767192,187819,96675,91144,186044,95749,90295,188661,96607,92054,165713,84661,81052,191509,96775,94734,238952,120241,118711,267541,135193,132348,289504,145298,144206,269492,135547,133945,235355,117241,118114,204610,101897,102713,202324,99136,103188,216122,102766,113356,197189,89606,107583,391857,148108,243749,150659,63991,86668,90860,35945,54915,78704,27414,51290,71634,20758,50876,728237,2002053,702402
290,ŚLĄSKIE,2020,4412097,2125078,2287019,207361,106487,100874,219146,112456,106690,226681,115644,111037,189401,96776,92625,204127,104243,99884,253005,128972,124033,313677,159402,154275,371239,188740,182499,359939,181347,178592,313283,157046,156237,275214,135905,139309,285449,138282,147167,327893,152420,175473,302961,134063,168898,562721,213295,349426,226473,95547,130926,137921,52909,85012,111683,39506,72177,86644,25333,61311,842589,2528353,1041155
291,LUBUSKIE,2020,993329,482952,510377,47377,24248,23129,51237,26341,24896,55537,28405,27132,46124,23557,22567,48444,25049,23395,58086,29803,28283,71175,36278,34897,86573,44087,42486,83423,42369,41054,71173,36133,35040,57493,28733,28760,60497,29545,30952,73968,34939,39029,69298,31207,38091,112924,42258,70666,52841,22809,30032,22431,8482,13949,19459,6280,13179,18193,4687,13506,200275,571803,221251
292,WIELKOPOLSKIE,2020,3507042,1705023,1802019,190569,97920,92649,192826,99226,93600,200456,103382,97074,168862,86775,82087,187126,95260,91866,228105,115924,112181,264925,134331,130594,300111,151959,148152,285138,144163,140975,247479,124150,123329,203266,100863,102403,202696,98354,104342,232413,109295,123118,215773,96669,119104,387297,146752,240545,179235,76015,103220,78831,30726,48105,67523,22808,44715,61708,17203,44505,752713,2028141,726188
293,ZACHODNIOPOMORSKIE,2020,1661073,807013,854060,75686,38893,36793,80711,41158,39553,87329,44660,42669,74760,38593,36167,80198,40985,39213,99752,51006,48746,117301,59984,57317,141473,72162,69311,137050,69502,67548,119650,60502,59148,97732,48896,48836,101775,49975,51800,127392,59986,67406,120966,54773,66193,199298,75938,123360,91148,39754,51394,40324,16039,24285,34582,11398,23184,33244,8747,24497,318486,954917,387670
294,DOLNOŚLĄSKIE,2020,2908378,1398444,1509934,137421,70560,66861,141838,72827,69011,147456,75363,72093,121376,62183,59193,143482,72225,71257,184748,92937,91811,219854,110993,108861,259198,131279,127919,243267,123190,120077,204916,103353,101563,161676,80640,81036,169488,81780,87708,211531,98545,112986,208075,92388,115687,354052,130181,223871,156621,66473,90148,70766,26839,43927,63822,20417,43405,62843,16452,46391,548091,1685174,675113
295,OPOLSKIE,2020,955844,462368,493476,42995,21976,21019,44699,23064,21635,46049,23675,22374,41022,21062,19960,45747,23275,22472,55959,28443,27516,70430,35503,34927,79925,40220,39705,76608,38604,38004,69064,34559,34505,63567,31984,31583,66104,32960,33144,70367,33659,36708,63428,28775,34653,119880,44609,75271,47680,20162,27518,26232,10189,16043,25553,8405,17148,20415,5853,14562,174765,561063,220016
296,KUJAWSKO-POMORSKIE,2020,2031550,983504,1048046,99004,51107,47897,103975,53498,50477,112318,57442,54876,96647,49658,46989,104040,53320,50720,124239,63346,60893,144935,73799,71136,169257,86043,83214,161256,81449,79807,144917,72508,72409,123424,60896,62528,126147,61156,64991,146660,69000,77660,134017,60378,73639,240714,89904,150810,106497,44794,61703,51551,19937,31614,42675,14278,28397,39991,10895,29096,411944,1167215,452391
297,POMORSKIE,2020,2358256,1147038,1211218,130748,67288,63460,130096,66813,63283,136049,69957,66092,113227,57845,55382,126177,63277,62900,158181,79354,78827,182462,91905,90557,201369,101152,100217,188537,94910,93627,163876,82324,81552,134175,67439,66736,134274,65739,68535,153241,72357,80884,146591,66283,80308,259253,100395,158858,113108,48982,64126,55009,22055,32954,47273,16554,30719,43863,12804,31059,510120,1361408,486728
298,WARMIŃSKO-MAZURSKIE,2020,1385622,677200,708422,67277,34357,32920,71067,36688,34379,78178,40201,37977,68488,35414,33074,71090,36589,34501,83790,43682,40108,99861,51670,48191,116877,60178,56699,110209,56283,53926,96957,49188,47769,84625,41991,42634,90671,44440,46231,103709,49334,54375,91181,41311,49870,151642,55874,95768,65722,28202,37520,31751,12072,19679,27866,8978,18888,26303,6622,19681,285010,803414,297198
299,ŁÓDZKIE,2020,2415816,1151194,1264622,111459,57198,54261,116204,59795,56409,123952,63596,60356,107032,54955,52077,117044,60202,56842,142177,72860,69317,163087,83166,79921,194420,99371,95049,192650,97259,95391,171997,85806,86191,147163,71995,75168,148097,70702,77395,179017,81860,97157,174088,75940,98148,327429,116489,210940,140650,56990,83660,72038,26534,45504,57939,18574,39365,56802,14391,42411,458647,1358495,598674
300,ŚWIĘTOKRZYSKIE,2020,1199584,584314,615270,52784,27091,25693,56426,29026,27400,61798,31685,30113,55870,28603,27267,59803,31001,28802,69830,36538,33292,81022,42224,38798,96079,49454,46625,93743,48099,45644,83964,42711,41253,73190,36492,36698,76772,37774,38998,90994,43696,47298,85668,39250,46418,161641,60670,100971,65849,28401,37448,34934,13590,21344,31147,10405,20742,29711,8274,21437,226878,678099,294607
301,LUBELSKIE,2020,2056908,995952,1060956,98563,50550,48013,103264,52797,50467,111189,56835,54354,101132,51852,49280,109681,56565,53116,125103,65303,59800,143759,74514,69245,165622,85369,80253,157217,80204,77013,142697,72005,70692,126292,62951,63341,128780,62779,66001,145408,68603,76805,135875,60810,75065,262326,94815,167511,102943,42362,60581,61602,23177,38425,49675,16461,33214,48106,12815,35291,414148,1167754,475006
302,PODKARPACKIE,2020,2096166,1026253,1069913,107927,55532,52395,109733,56206,53527,114980,58905,56075,105744,54324,51420,115559,59734,55825,134178,69256,64922,157493,81282,76211,172902,88171,84731,163861,83262,80599,146675,74188,72487,129371,64410,64961,131947,65475,66472,139470,66886,72584,125231,57447,67784,241095,91175,149920,93950,40351,53599,54088,21117,32971,48456,16897,31559,44601,12810,31791,438384,1218872,438910
303,PODLASKIE,2020,1156591,562970,593621,58244,29822,28422,58227,30005,28222,60863,31295,29568,54614,27803,26811,60572,31252,29320,73027,38196,34831,85576,44449,41127,94171,48725,45446,86532,44030,42502,79339,39767,39572,73736,36674,37062,76719,37547,39172,83088,39751,43337,69306,31546,37760,142577,52108,90469,51695,21601,30094,33272,12675,20597,28829,9696,19133,28781,8136,20645,231948,669423,255220
304,MAZOWIECKIE,2020,5517616,2642359,2875257,300661,154359,146302,302609,155498,147111,306156,157190,148966,252921,129294,123627,277830,140720,137110,356114,176807,179307,421189,209234,211955,480390,238973,241417,464414,230720,233694,394375,196255,198120,310953,153943,157010,299309,144411,154898,353283,163504,189779,344800,151767,193033,652612,239684,412928,258716,107284,151432,144493,54504,89989,123516,41496,82020,125887,36400,89487,1162347,3168078,1187191
305,MAŁOPOLSKIE,2021,3430370,1664051,1766319,183744,94474,89270,186659,96073,90586,192524,98769,93755,165621,84608,81013,184932,93562,91370,228504,114848,113656,265814,134173,131641,290006,145784,144222,271769,136660,135109,243190,120976,122214,207318,103237,104081,199785,98059,101726,211823,100728,111095,198571,90277,108294,400110,151823,248287,157801,67186,90615,95215,37503,57712,75019,26237,48782,72075,20897,51178,728548,1992046,709776
306,ŚLĄSKIE,2021,4375947,2106002,2269945,199223,102279,96944,217036,111216,105820,230437,118020,112417,191882,98144,93738,198165,100871,97294,239363,122195,117168,301752,153333,148419,364831,185424,179407,361333,182279,179054,323952,162575,161377,276137,136227,139910,278309,134840,143469,315339,146609,168730,302639,134272,168367,575549,217718,357831,239155,100242,138913,137319,52729,84590,111345,39195,72150,87730,25552,62178,838578,2490451,1046918
307,LUBUSKIE,2021,985487,478715,506772,45082,22943,22139,50626,26079,24547,55854,28618,27236,46916,23978,22938,47248,24381,22867,55145,28238,26907,67708,34644,33064,85229,43325,41904,83106,42256,40850,74693,37915,36778,58475,29175,29300,58314,28480,29834,70603,33328,37275,69559,31314,38245,116929,44041,72888,55242,23741,31501,25031,9678,15353,18683,6024,12659,17973,4598,13375,198478,563246,223763
308,WIELKOPOLSKIE,2021,3500030,1700978,1799052,185510,95218,90292,192865,99355,93510,203173,104462,98711,170886,87923,82963,181713,92722,88991,218305,110827,107478,259110,131618,127492,298617,151014,147603,286223,144608,141615,257009,128932,128077,208437,103521,104916,198280,96344,101936,223682,105000,118682,217179,97664,119515,399041,151770,247271,179504,76011,103493,93231,36602,56629,64955,22078,42877,61351,17079,44272,752434,2012694,734902
309,ZACHODNIOPOMORSKIE,2021,1650021,801264,848757,72472,37299,35173,80512,41199,39313,87756,44714,43042,75612,38984,36628,78040,39939,38101,94952,48602,46350,113467,58039,55428,138439,70559,67880,137354,69658,67696,124664,62879,61785,99637,50000,49637,97907,47965,49942,120697,57020,63677,121449,54951,66498,207063,79456,127607,96362,41731,54631,44491,17985,26506,33072,11028,22044,33138,8712,24426,316352,941480,392189
310,DOLNOŚLĄSKIE,2021,2897737,1393074,1504663,133800,68671,65129,142047,72911,69136,149953,76776,73177,123274,63279,59995,136868,68862,68006,177267,89100,88167,214704,108560,106144,255567,129312,126255,245945,124202,121743,214544,108293,106251,165841,82763,83078,162764,78794,83970,201063,93737,107326,207037,92075,114962,367063,135739,231324,166646,70202,96444,76809,29653,47156,61055,19580,41475,62553,16304,46249,549074,1667237,681426
311,OPOLSKIE,2021,948583,458694,489889,41601,21241,20360,44571,23070,21501,46543,23824,22719,41103,21108,19995,44364,22575,21789,52402,26651,25751,67821,34273,33548,79070,39807,39263,76728,38539,38189,70809,35633,35176,63419,31647,31772,64439,32217,32222,69265,33182,36083,63615,28939,34676,122833,45988,76845,50765,21477,29288,26215,10245,15970,24934,8274,16660,20919,5992,14927,173818,552234,222531
312,KUJAWSKO-POMORSKIE,2021,2017720,976439,1041281,95401,49338,46063,103015,52887,50128,113201,57972,55229,97258,49865,47393,101160,51942,49218,118382,60440,57942,140456,71389,69067,167102,85020,82082,160717,81249,79468,149781,75052,74729,125769,61975,63794,122527,59359,63168,140930,66354,74576,135239,61115,74124,246782,92482,154300,109186,45886,63300,56583,21980,34603,41662,14007,27655,39351,10609,28742,408875,1152248,456597
